name,SMILES,MW,MW_MCS,NR,NR_MCS,HD,HD_MCS,HA,HA_MCS,FC,FC_MCS,LogP,LogP_MCS,name
DECOYS1106,c1ccc(NC(CSc2ncnc3c2nnn3c4ccc(F)cc4)=O)cc1,380.408,0.491515905,6,0.4,1,0.2,7,0.625,0,1,3.0804,0.584251252,DECOYS
DECOYS1107,Cc1ccc(n2nnc3c2ncnc3SCC(NCc4ccc(F)cc4)=O)cc1,408.462,0.564795708,7,0.466666667,1,0.2,7,0.625,0,1,3.06652,0.58214535,DECOYS
DECOYS1108,c1cc(F)cc(NC(CSc2ncnc3c2nnn3Cc4ccc(F)cc4)=O)c1,412.425,0.575147453,7,0.466666667,1,0.2,7,0.625,0,1,3.2786,0.614322561,DECOYS
DECOYS1109,c1c(Cn2nnc3c2ncnc3SCC(Nc4ccc(F)cc4)=O)ccc(F)c1,412.425,0.575147453,7,0.466666667,1,0.2,7,0.625,0,1,3.2786,0.614322561,DECOYS
DECOYS1110,c1ccc(NC(CSc2ncnc3c2nnn3Cc4ccc(F)cc4)=O)cc1,394.435,0.528155806,7,0.466666667,1,0.2,7,0.625,0,1,3.1395,0.593218025,DECOYS
DECOYS1111,Cc1nc2n(nc(SCC(Nc3ccc(SC(F)F)cc3)=O)n2)c(C)c1,395.46,0.530833207,7,0.466666667,1,0.2,7,0.625,0,1,3.78664,0.691403429,DECOYS
DECOYS1112,c1cc(c2n3c(ccc(SCC(NCc4ccc(F)cc4)=O)n3)nn2)ncc1,394.435,0.528155806,7,0.466666667,1,0.2,7,0.625,0,1,2.7339,0.531679563,DECOYS
DECOYS1113,c1c(CNC(CSc2nn(c3cc2)c(c4ccncc4)nn3)=O)ccc(F)c1,394.435,0.528155806,7,0.466666667,1,0.2,7,0.625,0,1,2.7339,0.531679563,DECOYS
DECOYS1114,c1cncc(c2n3c(ccc(SCC(NCc4ccc(F)cc4)=O)n3)nn2)c1,394.435,0.528155806,7,0.466666667,1,0.2,7,0.625,0,1,2.7339,0.531679563,DECOYS
DECOYS1115,c1csc(c2n3c(ccc(SCC(NCc4ccc(F)cc4)=O)n3)nn2)c1,399.476,0.541323393,7,0.466666667,1,0.2,7,0.625,0,1,3.4004,0.632802306,DECOYS
DECOYS1116,c1cc(F)cc(NC(CSc2nn(c3cc2)c(c4sccc4)nn3)=O)c1,385.449,0.504683492,6,0.4,1,0.2,7,0.625,0,1,3.7227,0.681702321,DECOYS
DECOYS1117,c1csc(c2n3c(ccc(SCC(Nc4ccc(F)cc4)=O)n3)nn2)c1,385.449,0.504683492,6,0.4,1,0.2,7,0.625,0,1,3.7227,0.681702321,DECOYS
DECOYS1118,c1cncc(c2n3c(ccc(SCC(Nc4ccc(F)cc4)=O)n3)nn2)c1,380.408,0.491515905,6,0.4,1,0.2,7,0.625,0,1,3.0562,0.580579578,DECOYS
DECOYS1119,c1cc(c2n3c(ccc(SCC(Nc4ccc(F)cc4)=O)n3)nn2)ncc1,380.408,0.491515905,6,0.4,1,0.2,7,0.625,0,1,3.0562,0.580579578,DECOYS
DECOYS1120,c1cc(F)cc(NC(CSc2nn(c3cc2)c(c4cnccc4)nn3)=O)c1,380.408,0.491515905,6,0.4,1,0.2,7,0.625,0,1,3.0562,0.580579578,DECOYS
DECOYS1121,c1cc(F)cc(NC(CSc2nn(c3cc2)c(c4ccncc4)nn3)=O)c1,380.408,0.491515905,6,0.4,1,0.2,7,0.625,0,1,3.0562,0.580579578,DECOYS
DECOYS1122,c1c(NC(CSc2nn(c3cc2)c(c4ccncc4)nn3)=O)ccc(F)c1,380.408,0.491515905,6,0.4,1,0.2,7,0.625,0,1,3.0562,0.580579578,DECOYS
DECOYS1123,c1cc(c2n3c(ccc(SCC(Nc4cc(F)ccc4)=O)n3)nn2)ncc1,380.408,0.491515905,6,0.4,1,0.2,7,0.625,0,1,3.0562,0.580579578,DECOYS
DECOYS1124,Cc1c(NC(CSc2ncnc3c2nnn3c4ccc(F)cc4)=O)cccc1,394.435,0.528155806,6,0.4,1,0.2,7,0.625,0,1,3.38882,0.631045365,DECOYS
DECOYS1125,Cc1ccc(n2nnc3c2ncnc3SCC(Nc4c(F)cc(F)cc4)=O)cc1,412.425,0.575147453,6,0.4,1,0.2,7,0.625,0,1,3.52792,0.652149901,DECOYS
DECOYS1126,Cc1ccc(n2nnc3c2ncnc3SCC(Nc4c(F)cccc4)=O)cc1,394.435,0.528155806,6,0.4,1,0.2,7,0.625,0,1,3.38882,0.631045365,DECOYS
DECOYS1127,c1cc(c2nn(c3cc2)c(SCC(NCc4ccc(F)cc4)=O)nn3)ncc1,394.435,0.528155806,7,0.466666667,1,0.2,7,0.625,0,1,2.7339,0.531679563,DECOYS
DECOYS1128,c1cncc(c2nn(c3cc2)c(SCC(NCc4ccc(F)cc4)=O)nn3)c1,394.435,0.528155806,7,0.466666667,1,0.2,7,0.625,0,1,2.7339,0.531679563,DECOYS
DECOYS1129,c1c(CNC(CSc2n3c(ccc(c4ccncc4)n3)nn2)=O)ccc(F)c1,394.435,0.528155806,7,0.466666667,1,0.2,7,0.625,0,1,2.7339,0.531679563,DECOYS
DECOYS1130,Cc1nc(c2c(NC(CSc3n(c4ccc(Cl)cc4)nnn3)=O)c1)cccc2,410.89,0.571137882,6,0.4,1,0.2,7,0.625,0,1,3.90312,0.709076013,DECOYS
DECOYS1131,c1ccc(Cn2nnc3c2ncnc3SCC(Nc4ccc(Cl)cc4)=O)cc1,410.89,0.571137882,7,0.466666667,1,0.2,7,0.625,0,1,3.6538,0.671248672,DECOYS
DECOYS1132,Cc1c(C#N)c(n2c(N)c1Cc3ccccc3)nc(c24)cccc4,312.376,0.313809641,2,0.133333333,1,0.2,4,0.25,0,1,3.8406,0.69959035,DECOYS
DECOYS1133,CCc1ccc(n2c(N)c(c3nc2C)c(C)cn3)cc1,266.348,0.193579985,2,0.133333333,1,0.2,4,0.25,0,1,3.13354,0.592313761,DECOYS
DECOYS1134,Cc1n(c2ccc(c3nc(N)ncc3)cc2)c(C)cc1,264.332,0.188313995,2,0.133333333,1,0.2,4,0.25,0,1,3.13334,0.592283417,DECOYS
DECOYS1135,CCn1c2c(c(N)ncn2)c(c3ccc(Cl)cc3)c1,272.739,0.210273905,2,0.133333333,1,0.2,4,0.25,0,1,3.3538,0.625732059,DECOYS
DECOYS1136,Cc1nnc(C)c(c12)c(C)n(c3c(N)cccc3)c2C,266.348,0.193579985,1,0.066666667,1,0.2,4,0.25,0,1,3.23638,0.607916856,DECOYS
DECOYS1137,Cc1c(C)cc(n2c(C)c(c3c2C)c(C)nnc3C)c(N)c1,294.402,0.266859788,1,0.066666667,1,0.2,4,0.25,0,1,3.85322,0.701505083,DECOYS
DECOYS1138,c1ccc(CNc2nc(c3n(c24)ccn4)cc(F)cc3)cc1,292.317,0.261413563,3,0.2,1,0.2,4,0.25,0,1,3.6337,0.668199059,DECOYS
DECOYS1139,Cc1c(N)ccc(n2c(C)c(c3c2C)c(C)nnc3C)c1,280.375,0.230219886,1,0.066666667,1,0.2,4,0.25,0,1,3.5448,0.65471097,DECOYS
DECOYS1140,Cc1nnc(C)c(c12)c(C)n(c3ccc(N)cc3)c2C,266.348,0.193579985,1,0.066666667,1,0.2,4,0.25,0,1,3.23638,0.607916856,DECOYS
DECOYS1141,Cc1c(N)cc(n2c(C)c(c3c2C)c(C)nnc3C)cc1,280.375,0.230219886,1,0.066666667,1,0.2,4,0.25,0,1,3.5448,0.65471097,DECOYS
DECOYS1142,CC1(C)n2c(nnc2c3cc(N)ccc3)c(c4C1)cccc4,290.37,0.256327808,1,0.066666667,1,0.2,4,0.25,0,1,3.4855,0.645713852,DECOYS
DECOYS1143,Cc1nc2n(nc(c3ccc(C(C)(C)C)cc3)c2)c(N)c1,280.375,0.230219886,2,0.133333333,1,0.2,4,0.25,0,1,3.58442,0.660722197,DECOYS
DECOYS1144,Cc1c2c(c3n(nc(C)c3)[C@H](c4cnccc4)N2)ccc1,276.343,0.219687907,1,0.066666667,1,0.2,4,0.25,0,1,3.53434,0.653123957,DECOYS
DECOYS1145,Cc1cc2c(N[C@H](c3cnccc3)n(c24)nc(C)c4)cc1,276.343,0.219687907,1,0.066666667,1,0.2,4,0.25,0,1,3.53434,0.653123957,DECOYS
DECOYS1146,Cc1cc2c(N[C@@H](c3cnccc3)n(c24)nc(C)c4)cc1,276.343,0.219687907,1,0.066666667,1,0.2,4,0.25,0,1,3.53434,0.653123957,DECOYS
DECOYS1147,Cc1c2c(c3n(nc(C)c3)[C@@H](c4cnccc4)N2)ccc1,276.343,0.219687907,1,0.066666667,1,0.2,4,0.25,0,1,3.53434,0.653123957,DECOYS
DECOYS1148,c1c(c2c3c(ncnc3N)n(CC4CC4)c2)ccc(Cl)c1,298.777,0.278287717,3,0.2,1,0.2,4,0.25,0,1,3.7439,0.684918829,DECOYS
DECOYS1149,Cc1ccc(c2nc(n3c2NC4CCCC4)cncc3)cc1,292.386,0.261593798,3,0.2,1,0.2,4,0.25,0,1,4.05922,0.732759824,DECOYS
DECOYS1150,Cc1cn(c2cc1)c(NC3CCCC3)c(c4ccncc4)n2,292.386,0.261593798,3,0.2,1,0.2,4,0.25,0,1,4.05922,0.732759824,DECOYS
DECOYS1151,Cc1cn(c2cc1)c(NC3CCCC3)c(c4ncccc4)n2,292.386,0.261593798,3,0.2,1,0.2,4,0.25,0,1,4.05922,0.732759824,DECOYS
DECOYS1152,Cc1cn(c2cc1)c(NC3CCCC3)c(c4cnccc4)n2,292.386,0.261593798,3,0.2,1,0.2,4,0.25,0,1,4.05922,0.732759824,DECOYS
DECOYS1153,Cc1cc2n(c(NC3CCCC3)c(c4cnccc4)n2)cc1,292.386,0.261593798,3,0.2,1,0.2,4,0.25,0,1,4.05922,0.732759824,DECOYS
DECOYS1154,Cc1cc2n(c(NC3CCCC3)c(c4ncccc4)n2)cc1,292.386,0.261593798,3,0.2,1,0.2,4,0.25,0,1,4.05922,0.732759824,DECOYS
DECOYS1155,Cc1n2c(c(Nc3c(F)cc(F)cc3)nc(c24)cccc4)cn1,310.307,0.30840521,2,0.133333333,1,0.2,4,0.25,0,1,4.21272,0.756049158,DECOYS
DECOYS1156,CC[C@@H](n1nc(N)c2c1nc(c3c2)cc(C)cc3)C,254.337,0.162206074,2,0.133333333,1,0.2,4,0.25,0,1,3.44612,0.639739038,DECOYS
DECOYS1157,CC[C@@H](n1nc(N)c2c1nc(c3c2)c(C)ccc3)C,254.337,0.162206074,2,0.133333333,1,0.2,4,0.25,0,1,3.44612,0.639739038,DECOYS
DECOYS1158,CC[C@H](n1nc(N)c2c1nc(c3c2)c(C)ccc3)C,254.337,0.162206074,2,0.133333333,1,0.2,4,0.25,0,1,3.44612,0.639739038,DECOYS
DECOYS1159,CC[C@H](n1nc(N)c2c1nc(c3c2)cc(C)cc3)C,254.337,0.162206074,2,0.133333333,1,0.2,4,0.25,0,1,3.44612,0.639739038,DECOYS
DECOYS1160,c1ccc(N\N=C(/n2c3nc(c24)cccc4)\c5c3cccc5)cc1,310.36,0.308543651,2,0.133333333,1,0.2,4,0.25,0,1,4.3387,0.775163101,DECOYS
DECOYS1161,Cc1c(C)c2c(nc(c3ccc(n4ncnc4)cc3)[nH]2)cc1,289.342,0.253642571,2,0.133333333,1,0.2,4,0.25,0,1,2.94554,0.563790017,DECOYS
DECOYS1162,CCc1ccc([C@@H]2n3c(ncn3)N[C@@H](c4ccccc4)C2)cc1,304.397,0.292967709,3,0.2,1,0.2,4,0.25,0,1,3.9868,0.721772113,DECOYS
DECOYS1163,CCc1ccc([C@H]2n3c(ncn3)N[C@H](c4ccccc4)C2)cc1,304.397,0.292967709,3,0.2,1,0.2,4,0.25,0,1,3.9868,0.721772113,DECOYS
DECOYS1164,CCc1ccc([C@@H]2n3c(ncn3)N[C@H](c4ccccc4)C2)cc1,304.397,0.292967709,3,0.2,1,0.2,4,0.25,0,1,3.9868,0.721772113,DECOYS
DECOYS1165,CCc1ccc([C@H]2n3c(ncn3)N[C@@H](c4ccccc4)C2)cc1,304.397,0.292967709,3,0.2,1,0.2,4,0.25,0,1,3.9868,0.721772113,DECOYS
DECOYS1166,Cc1cc2c(nc(n3nc(C)cc3N)cc2C)c(C)c1,266.348,0.193579985,1,0.066666667,1,0.2,4,0.25,0,1,3.23638,0.607916856,DECOYS
DECOYS1167,Cc1c2c(ncnc2N)n(c3ccc(Cl)cc3)c1C,272.739,0.210273905,1,0.066666667,1,0.2,4,0.25,0,1,3.27294,0.613463814,DECOYS
DECOYS1168,Cc1ccc([C@@H]2Nc3n(ncn3)[C@@H](c4c(C)cccc4)C2)cc1,304.397,0.292967709,2,0.133333333,1,0.2,4,0.25,0,1,4.04124,0.730031862,DECOYS
DECOYS1169,Cc1ccc([C@H]2Nc3n(ncn3)[C@H](c4c(C)cccc4)C2)cc1,304.397,0.292967709,2,0.133333333,1,0.2,4,0.25,0,1,4.04124,0.730031862,DECOYS
DECOYS1170,Cc1ccc([C@H]2Nc3n(ncn3)[C@@H](c4c(C)cccc4)C2)cc1,304.397,0.292967709,2,0.133333333,1,0.2,4,0.25,0,1,4.04124,0.730031862,DECOYS
DECOYS1171,c1ccc([C@@H]2CO[C@]3(CN(c4ncccn4)CCC3)C2)cc1,295.386,0.269430092,2,0.133333333,0,0,4,0.25,0,1,3.0197,0.575041724,DECOYS
DECOYS1172,c1ccc([C@H]2CO[C@@]3(CN(c4ncccn4)CCC3)C2)cc1,295.386,0.269430092,2,0.133333333,0,0,4,0.25,0,1,3.0197,0.575041724,DECOYS
DECOYS1173,c1ccc([C@@H]2CO[C@@]3(CN(c4ncccn4)CCC3)C2)cc1,295.386,0.269430092,2,0.133333333,0,0,4,0.25,0,1,3.0197,0.575041724,DECOYS
DECOYS1174,c1ccc([C@H]2CO[C@]3(CN(c4ncccn4)CCC3)C2)cc1,295.386,0.269430092,2,0.133333333,0,0,4,0.25,0,1,3.0197,0.575041724,DECOYS
DECOYS1175,c1cc2c(oc3c2ncnc3N4CCCCCC4)cc1,267.332,0.19615029,1,0.066666667,0,0,4,0.25,0,1,3.7564,0.686815354,DECOYS
DECOYS1176,C[C@H]1N(Cc2n3c(nccc3)nc2)CC[C@H]1c4ccccc4,292.386,0.261593798,3,0.2,0,0,4,0.25,0,1,3.1073,0.588332575,DECOYS
DECOYS1177,C[C@H]1N(Cc2n3c(nccc3)nc2)CC[C@@H]1c4ccccc4,292.386,0.261593798,3,0.2,0,0,4,0.25,0,1,3.1073,0.588332575,DECOYS
DECOYS1178,C[C@@H]1N(Cc2n3c(nccc3)nc2)CC[C@@H]1c4ccccc4,292.386,0.261593798,3,0.2,0,0,4,0.25,0,1,3.1073,0.588332575,DECOYS
DECOYS1179,C[C@@H]1N(Cc2n3c(nccc3)nc2)CC[C@H]1c4ccccc4,292.386,0.261593798,3,0.2,0,0,4,0.25,0,1,3.1073,0.588332575,DECOYS
DECOYS1180,c1cc2c(CCN(Cc3n4c(ccc(C#N)c4)nc3)CC2)cc1,302.381,0.287701719,2,0.133333333,0,0,4,0.25,0,1,2.80678,0.542737066,DECOYS
DECOYS1181,Cc1ccc(c2nc(N3CCOCC3)nc(c24)cccc4)cc1,305.381,0.295538014,2,0.133333333,0,0,4,0.25,0,1,3.44182,0.639086633,DECOYS
DECOYS1182,Cc1cc2c(nc(N3CCOCC3)nc2c4ccccc4)cc1,305.381,0.295538014,2,0.133333333,0,0,4,0.25,0,1,3.44182,0.639086633,DECOYS
DECOYS1183,Cc1nc(n2c(C)c1)ncc2CN3CCc(c4CC3)cccc4,306.413,0.298233699,2,0.133333333,0,0,4,0.25,0,1,2.94694,0.564002428,DECOYS
DECOYS1184,C[C@@H]1N(Cc2n3c(ccc(C#N)c3)nc2)CC[C@H]1c4ccccc4,316.408,0.324341621,3,0.2,0,0,4,0.25,0,1,3.58398,0.660655439,DECOYS
DECOYS1185,C[C@H]1N(Cc2n3c(ccc(C#N)c3)nc2)CC[C@@H]1c4ccccc4,316.408,0.324341621,3,0.2,0,0,4,0.25,0,1,3.58398,0.660655439,DECOYS
DECOYS1186,C[C@@H]1N(Cc2n3c(ccc(C#N)c3)nc2)CC[C@@H]1c4ccccc4,316.408,0.324341621,3,0.2,0,0,4,0.25,0,1,3.58398,0.660655439,DECOYS
DECOYS1187,C[C@H]1N(Cc2n3c(ccc(C#N)c3)nc2)CC[C@H]1c4ccccc4,316.408,0.324341621,3,0.2,0,0,4,0.25,0,1,3.58398,0.660655439,DECOYS
DECOYS1188,C[C@@H]1CN(c2ncnc3c2oc(c34)cccc4)CCC1,267.332,0.19615029,1,0.066666667,0,0,4,0.25,0,1,3.6123,0.664952208,DECOYS
DECOYS1189,C[C@H]1CN(c2ncnc3c2oc(c34)cccc4)CCC1,267.332,0.19615029,1,0.066666667,0,0,4,0.25,0,1,3.6123,0.664952208,DECOYS
DECOYS1190,C[C@H]1CN(c2nc(c3occc3)nc(c24)cccc4)CCC1,293.37,0.264164102,2,0.133333333,0,0,4,0.25,0,1,4.1261,0.742906994,DECOYS
DECOYS1191,C[C@@H]1CN(c2nc(c3occc3)nc(c24)cccc4)CCC1,293.37,0.264164102,2,0.133333333,0,0,4,0.25,0,1,4.1261,0.742906994,DECOYS
DECOYS1192,c1c2c(cc(CN3[C@@H]4[C@@H](CCCC4)OCC3)cn2)sc1,288.416,0.251223768,2,0.133333333,0,0,4,0.25,0,1,3.4397,0.638764983,DECOYS
DECOYS1193,c1c2c(cc(CN3[C@@H]4[C@H](CCCC4)OCC3)cn2)sc1,288.416,0.251223768,2,0.133333333,0,0,4,0.25,0,1,3.4397,0.638764983,DECOYS
DECOYS1194,CC[C@@H]1N(Cc2n3c(nccc3)nc2)CCc(c14)cccc4,292.386,0.261593798,3,0.2,0,0,4,0.25,0,1,3.2387,0.608268851,DECOYS
DECOYS1195,CC[C@H]1N(Cc2n3c(nccc3)nc2)CCc(c14)cccc4,292.386,0.261593798,3,0.2,0,0,4,0.25,0,1,3.2387,0.608268851,DECOYS
DECOYS1196,c1ccc(c2nc(N3CCC(=O)CC3)c(c4n2)cccc4)cc1,303.365,0.290272024,2,0.133333333,0,0,4,0.25,0,1,3.4661,0.642770445,DECOYS
DECOYS1197,c1cc2c(nc(c3occc3)nc2N4CCCCC4)cc1,279.343,0.227524201,2,0.133333333,0,0,4,0.25,0,1,3.8801,0.705583371,DECOYS
DECOYS1198,Cc1noc(CN2[C@H](c3ccccc3)c(n4CC2)ccc4)c1,293.37,0.264164102,3,0.2,0,0,4,0.25,0,1,3.38972,0.631181915,DECOYS
DECOYS1199,Cc1noc(CN2[C@@H](c3ccccc3)c(n4CC2)ccc4)c1,293.37,0.264164102,3,0.2,0,0,4,0.25,0,1,3.38972,0.631181915,DECOYS
DECOYS1200,CC1CCN(c2ncnc3c2oc(c34)cccc4)CC1,267.332,0.19615029,1,0.066666667,0,0,4,0.25,0,1,3.6123,0.664952208,DECOYS
DECOYS1201,c1cc(n2nccc2)cc(CN3CC4(CCCC4)OCC3)c1,297.402,0.274696082,3,0.2,0,0,4,0.25,0,1,3.0173,0.574677591,DECOYS
DECOYS1202,CC1CCN(c2nc(c3occc3)nc(c24)cccc4)CC1,293.37,0.264164102,2,0.133333333,0,0,4,0.25,0,1,4.1261,0.742906994,DECOYS
DECOYS1203,Cc1nc(N2CCCCCC2)c(c3n1)oc(c34)cccc4,281.359,0.232790191,1,0.066666667,0,0,4,0.25,0,1,4.06482,0.733609467,DECOYS
DECOYS1204,Cc1nc(n2c(C)c1)nc(CN3c4c(cccc4)CC3)c2,278.359,0.224953896,2,0.133333333,0,0,4,0.25,0,1,2.90884,0.558221818,DECOYS
DECOYS1205,Cc1nnc(N2C[C@@]3(OC[C@@H](c4ccccc4)C3)CCC2)cc1,309.413,0.306069994,2,0.133333333,0,0,4,0.25,0,1,3.32812,0.621835837,DECOYS
DECOYS1206,Cc1nnc(N2C[C@]3(OC[C@@H](c4ccccc4)C3)CCC2)cc1,309.413,0.306069994,2,0.133333333,0,0,4,0.25,0,1,3.32812,0.621835837,DECOYS
DECOYS1207,c1cc2c(nc(N3CCCC3)c(N4CCCCCC4)n2)cc1,296.418,0.272125778,2,0.133333333,0,0,4,0.25,0,1,3.6104,0.664663936,DECOYS
DECOYS1208,Cc1nc(n2c(C)c1)ncc2CN3[C@@H](C)c(c4CC3)cccc4,306.413,0.298233699,2,0.133333333,0,0,4,0.25,0,1,3.46544,0.642670308,DECOYS
DECOYS1209,Cc1nc(n2c(C)c1)ncc2CN3[C@H](C)c(c4CC3)cccc4,306.413,0.298233699,2,0.133333333,0,0,4,0.25,0,1,3.46544,0.642670308,DECOYS
DECOYS1210,c1cc([N+]([O-])=O)cc(C(N\N=C(\C(=O)N2)/c3c2ccc(Br)c3)=O)c1,389.165,0.514390049,4,0.266666667,2,0.4,5,0.375,0,1,2.4435,0.487619481,DECOYS
DECOYS1211,c1cc(Br)cc(C(N\N=C(\C(=O)N2)/c3c2ccc([N+]([O-])=O)c3)=O)c1,389.165,0.514390049,4,0.266666667,2,0.4,5,0.375,0,1,2.4435,0.487619481,DECOYS
DECOYS1212,c1cc(C(N\N=C(\C(=O)N2)/c3c2ccc([N+]([O-])=O)c3)=O)c(Br)cc1,389.165,0.514390049,4,0.266666667,2,0.4,5,0.375,0,1,2.4435,0.487619481,DECOYS
DECOYS1213,c1c(C(N\N=C(\C(=O)N2)/c3c2ccc([N+]([O-])=O)c3)=O)ccc(Br)c1,389.165,0.514390049,4,0.266666667,2,0.4,5,0.375,0,1,2.4435,0.487619481,DECOYS
DECOYS1214,c1c(C(N\N=C(\C(=O)N2)/c3c2ccc(Br)c3)=O)ccc([N+]([O-])=O)c1,389.165,0.514390049,4,0.266666667,2,0.4,5,0.375,0,1,2.4435,0.487619481,DECOYS
DECOYS1215,Cc1c([N+]([O-])=O)cccc1C(N\N=C(/C(=O)N2)\c3c2ccc(Br)c3)=O,403.192,0.55102995,4,0.266666667,2,0.4,5,0.375,0,1,2.75192,0.534413594,DECOYS
DECOYS1216,Cc1cc(Br)c2c(\C(=N\NC(c3cc([N+]([O-])=O)ccc3)=O)\C(=O)N2)c1,403.192,0.55102995,4,0.266666667,2,0.4,5,0.375,0,1,2.75192,0.534413594,DECOYS
DECOYS1217,Cc1c2c(\C(=N\NC(c3ccc([N+]([O-])=O)cc3)=O)\C(=O)N2)cc(Br)c1,403.192,0.55102995,4,0.266666667,2,0.4,5,0.375,0,1,2.75192,0.534413594,DECOYS
DECOYS1218,Cc1c(Br)c(\C(\C2=O)=N\NC(c3ccc([N+]([O-])=O)cc3)=O)c(N2)cc1,403.192,0.55102995,4,0.266666667,2,0.4,5,0.375,0,1,2.75192,0.534413594,DECOYS
DECOYS1219,Cc1c2c(\C(=N\NC(c3c(Br)cccc3)=O)\C(=O)N2)cc([N+]([O-])=O)c1,403.192,0.55102995,4,0.266666667,2,0.4,5,0.375,0,1,2.75192,0.534413594,DECOYS
DECOYS1220,Cc1cc(Br)c2c(\C(=N\NC(c3ccc([N+]([O-])=O)cc3)=O)\C(=O)N2)c1,403.192,0.55102995,4,0.266666667,2,0.4,5,0.375,0,1,2.75192,0.534413594,DECOYS
DECOYS1221,Cc1c2c(\C(=N\NC(c3cc([N+]([O-])=O)ccc3)=O)\C(=O)N2)cc(Br)c1,403.192,0.55102995,4,0.266666667,2,0.4,5,0.375,0,1,2.75192,0.534413594,DECOYS
DECOYS1222,Cc1c(Br)cc2c(\C(=N\NC(c3c([N+]([O-])=O)cccc3)=O)\C(=O)N2)c1,403.192,0.55102995,4,0.266666667,2,0.4,5,0.375,0,1,2.75192,0.534413594,DECOYS
DECOYS1223,c1cc(I)c2c(\C(=N\Nc3ccc([N+]([O-])=O)cc3)\C(=O)N2)c1,408.155,0.563993794,3,0.2,2,0.4,5,0.375,0,1,2.9677,0.567152177,DECOYS
DECOYS1224,c1c([N+]([O-])=O)cc(\C(\C2=O)=N\Nc3c(F)c(F)c(F)c(F)c3F)c(N2)c1,372.209,0.470099312,3,0.2,2,0.4,5,0.375,0,1,3.0586,0.580943711,DECOYS
DECOYS1225,c1cc(Br)c2c(\C(=N\Nc3ccc([N+]([O-])=O)cc3)\C(=O)N2)c1,361.155,0.441225179,3,0.2,2,0.4,5,0.375,0,1,3.1256,0.591109088,DECOYS
DECOYS1226,Cc1c2c(\C(=N\Nc3ccc([N+]([O-])=O)cc3)\C(=O)N2)cc(Br)c1,375.182,0.47786508,3,0.2,2,0.4,5,0.375,0,1,3.43402,0.637903201,DECOYS
DECOYS1227,Cc1c(Br)cc2c(\C(=N\Nc3ccc([N+]([O-])=O)cc3)\C(=O)N2)c1,375.182,0.47786508,3,0.2,2,0.4,5,0.375,0,1,3.43402,0.637903201,DECOYS
DECOYS1228,Cc1cc(Br)c2c(\C(=N\Nc3ccc([N+]([O-])=O)cc3)\C(=O)N2)c1,375.182,0.47786508,3,0.2,2,0.4,5,0.375,0,1,3.43402,0.637903201,DECOYS
DECOYS1229,c1c(C(C[C@@]2(O)C(=O)Nc3c2c(Cl)cc(Cl)c3)=O)ccc([N+]([O-])=O)c1,381.171,0.493508936,4,0.266666667,2,0.4,5,0.375,0,1,3.3143,0.619739038,DECOYS
DECOYS1230,c1c(C(C[C@]2(O)C(=O)Nc3c2c(Cl)cc(Cl)c3)=O)ccc([N+]([O-])=O)c1,381.171,0.493508936,4,0.266666667,2,0.4,5,0.375,0,1,3.3143,0.619739038,DECOYS
DECOYS1231,c1cc([N+]([O-])=O)cc(C(C[C@@]2(O)C(=O)Nc3c2c(Cl)cc(Cl)c3)=O)c1,381.171,0.493508936,4,0.266666667,2,0.4,5,0.375,0,1,3.3143,0.619739038,DECOYS
DECOYS1232,c1cc([N+]([O-])=O)cc(C(C[C@]2(O)C(=O)Nc3c2c(Cl)cc(Cl)c3)=O)c1,381.171,0.493508936,4,0.266666667,2,0.4,5,0.375,0,1,3.3143,0.619739038,DECOYS
DECOYS1233,c1c(C(C[C@@]2(O)C(=O)Nc(c23)c(Cl)cc(Cl)c3)=O)ccc([N+]([O-])=O)c1,381.171,0.493508936,4,0.266666667,2,0.4,5,0.375,0,1,3.3143,0.619739038,DECOYS
DECOYS1234,c1cc([N+]([O-])=O)cc(C(C[C@@]2(O)C(=O)Nc(c23)c(Cl)cc(Cl)c3)=O)c1,381.171,0.493508936,4,0.266666667,2,0.4,5,0.375,0,1,3.3143,0.619739038,DECOYS
DECOYS1235,Cc1c([N+]([O-])=O)cc(C(C[C@@]2(O)C(=O)Nc(c23)ccc(Br)c3)=O)cc1,405.204,0.556285492,4,0.266666667,2,0.4,5,0.375,0,1,3.07842,0.583950842,DECOYS
DECOYS1236,Cc1c([N+]([O-])=O)cc(C(C[C@]2(O)C(=O)Nc(c23)ccc(Br)c3)=O)cc1,405.204,0.556285492,4,0.266666667,2,0.4,5,0.375,0,1,3.07842,0.583950842,DECOYS
DECOYS1237,c1cc([N+]([O-])=O)cc(C(C[C@]2(O)C(=O)Nc(c23)ccc(Br)c3)=O)c1,391.177,0.519645591,4,0.266666667,2,0.4,5,0.375,0,1,2.77,0.537156729,DECOYS
DECOYS1238,c1c(C(C[C@@]2(O)C(=O)Nc(c23)ccc(Br)c3)=O)ccc([N+]([O-])=O)c1,391.177,0.519645591,4,0.266666667,2,0.4,5,0.375,0,1,2.77,0.537156729,DECOYS
DECOYS1239,c1c(C(C[C@@]2(O)C(=O)Nc(c23)ccc([N+]([O-])=O)c3)=O)ccc(Br)c1,391.177,0.519645591,4,0.266666667,2,0.4,5,0.375,0,1,2.77,0.537156729,DECOYS
DECOYS1240,c1c(C(C[C@]2(O)C(=O)Nc(c23)ccc(Br)c3)=O)ccc([N+]([O-])=O)c1,391.177,0.519645591,4,0.266666667,2,0.4,5,0.375,0,1,2.77,0.537156729,DECOYS
